,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
power_ch_AFz_freq_upper_gamma,0.138171,0.114935,0.151997,0.124609,0.136713,0.190785,0.192061,0.167424,0.119685,0.180464,0.046296,0.122105,0.135609,0.115966,0.144381,0.153695,0.207693,0.18418,0.122753,0.14586,0.207217,0.082609,0.189695,0.12796,0.088064,0.206216,0.111891,0.121624,0.129499,0.122772,0.139396,0.088481,0.140319,0.097732,0.093164,0.139149,0.131335,0.107616,0.1029,0.075883,0.078195,0.039163,0.101282,0.040554,0.041182,0.065323,0.071397,0.029888,0.04277,0.04792,0.070844,0.080735,0.047169,0.076064,0.134471,0.036999,0.09168,0.057842,0.046172,0.080018,0.11117,0.040683,0.077261,0.063313,0.139604,0.127686,0.112675,0.096129,0.110014,0.068171,0.084415,0.077711,0.042411,0.126881,0.015113,0.103137,0.126806,0.049814,0.036626,0.121622,0.036605,0.09324,0.063387,0.089814,0.059089,0.126368,0.044915,0.036663,0.055753,0.079568,0.084197,0.108522,0.065124,0.071381,0.071299,0.067509,0.112575,0.042732,0.068766,0.042917,0.107521,0.032543,0.104683,0.079423,0.079044,0.088651,0.110264,0.105075,0.062697,0.058047,0.042697,0.064044,0.087617,0.026759,0.068208,0.111051,0.067482,0.075218,0.07481,0.106082,0.072833,0.113076,0.105349,0.055309,0.130877,0.099587,0.055076,0.055311,0.06058,0.067137,0.08851,0.069726,0.053001,0.04889,0.053313,0.081975,0.082606,0.109171,0.092315,0.049027
power_ch_F1_freq_delta,0.312593,0.281215,0.384252,0.362923,0.171825,0.292852,0.235299,0.185693,0.180416,0.351715,0.418151,0.252278,0.304116,0.349546,0.298792,0.169128,0.240785,0.36321,0.232644,0.298778,0.283769,0.181468,0.305918,0.218721,0.31314,0.249764,0.369405,0.32119,0.233065,0.342602,0.225837,0.264598,0.25673,0.361661,0.309002,0.334584,0.262221,0.43466,0.148021,0.356621,0.251933,0.455877,0.187309,0.140095,0.107266,0.121473,0.26967,0.37119,0.185921,0.175245,0.185096,0.34984,0.230376,0.35232,0.353378,0.47779,0.349978,0.278793,0.382235,0.29204,0.257799,0.262546,0.170801,0.438692,0.343085,0.253852,0.317853,0.468574,0.23891,0.289137,0.466296,0.316507,0.438173,0.172701,0.208847,0.279145,0.236979,0.413928,0.199805,0.395816,0.329244,0.347231,0.33174,0.241334,0.379154,0.335154,0.164226,0.299327,0.332039,0.271653,0.27436,0.32539,0.493183,0.221836,0.407626,0.457696,0.355611,0.415134,0.364527,0.223268,0.277651,0.39153,0.269135,0.188378,0.362634,0.379315,0.382396,0.245294,0.35838,0.337619,0.419695,0.392895,0.412367,0.496636,0.468105,0.24313,0.319702,0.328273,0.409164,0.254778,0.488237,0.244579,0.351161,0.31121,0.27128,0.296409,0.387176,0.204472,0.267809,0.334526,0.201686,0.194725,0.276512,0.294864,0.220866,0.224771,0.339607,0.409028,0.422168,0.171063
power_ch_F1_freq_theta,0.105398,0.119735,0.157533,0.160579,0.284752,0.18022,0.129321,0.20053,0.207658,0.140185,0.049256,0.136863,0.182863,0.130777,0.165266,0.298256,0.178667,0.065388,0.164649,0.144802,0.099227,0.199806,0.137808,0.229547,0.1078,0.188811,0.110815,0.172249,0.268792,0.125799,0.265801,0.243133,0.203061,0.135305,0.193449,0.174084,0.168622,0.098203,0.375106,0.107174,0.235266,0.06462,0.230402,0.448701,0.608112,0.485519,0.296531,0.425707,0.527112,0.355311,0.454895,0.207105,0.447332,0.29832,0.13207,0.084658,0.180987,0.177107,0.174672,0.207028,0.166585,0.304844,0.238356,0.200427,0.1758,0.21485,0.286892,0.099478,0.193341,0.140642,0.074313,0.139983,0.063653,0.346441,0.280458,0.137391,0.25761,0.134268,0.275009,0.121055,0.243027,0.137897,0.273133,0.300869,0.191982,0.268862,0.31428,0.16027,0.179024,0.339772,0.2044,0.22855,0.107678,0.254159,0.186681,0.129844,0.113861,0.132732,0.200945,0.185969,0.235677,0.085915,0.149263,0.170606,0.173597,0.252213,0.150993,0.178574,0.084182,0.149748,0.095516,0.156514,0.119227,0.090914,0.143549,0.191593,0.237032,0.120624,0.234806,0.138361,0.089533,0.101983,0.159398,0.130311,0.162295,0.286091,0.129722,0.286231,0.181398,0.178167,0.222917,0.255167,0.306292,0.300563,0.366444,0.160522,0.111286,0.241482,0.113765,0.209881
power_ch_F1_freq_alpha,0.117064,0.140889,0.099433,0.073445,0.152114,0.076266,0.086934,0.124324,0.14339,0.097319,0.063145,0.077471,0.072428,0.115662,0.080278,0.225076,0.06908,0.059739,0.104134,0.168276,0.074571,0.154207,0.10113,0.157894,0.06165,0.068895,0.063074,0.153806,0.138489,0.164203,0.146803,0.13532,0.167292,0.092124,0.155687,0.098754,0.126191,0.071779,0.260783,0.11256,0.225163,0.070781,0.236962,0.136438,0.160495,0.176911,0.120727,0.068073,0.125988,0.126537,0.096013,0.186677,0.114739,0.092842,0.097933,0.042799,0.087113,0.160105,0.067081,0.087894,0.180084,0.174298,0.158344,0.063025,0.111273,0.17535,0.103483,0.055934,0.170816,0.107422,0.070247,0.103713,0.071645,0.102561,0.270638,0.150258,0.248778,0.06046,0.192781,0.082369,0.171315,0.089594,0.081611,0.156759,0.082002,0.090412,0.26861,0.187002,0.123612,0.119226,0.197532,0.087209,0.057621,0.155513,0.136208,0.074998,0.099256,0.120117,0.084636,0.193909,0.181006,0.161796,0.109134,0.146642,0.113446,0.111409,0.111369,0.137078,0.127729,0.164487,0.067493,0.087096,0.069514,0.09779,0.048163,0.115314,0.136416,0.134533,0.062518,0.130412,0.061684,0.120615,0.106249,0.217475,0.171402,0.076316,0.107081,0.101478,0.142005,0.102292,0.174585,0.162771,0.217845,0.108552,0.117281,0.13006,0.082829,0.076442,0.054628,0.234391
power_ch_F1_freq_beta,0.178241,0.182275,0.125541,0.180733,0.198763,0.198087,0.211677,0.247343,0.284063,0.125818,0.117628,0.290124,0.20747,0.180967,0.223063,0.179087,0.256278,0.218052,0.231038,0.151559,0.243971,0.227775,0.200373,0.19383,0.202992,0.291092,0.181671,0.175942,0.149746,0.175789,0.165834,0.190761,0.175345,0.141662,0.180032,0.157989,0.17013,0.101052,0.160308,0.111303,0.130173,0.087423,0.258876,0.179584,0.113462,0.150413,0.180664,0.089,0.113722,0.227006,0.141372,0.126355,0.13189,0.071435,0.170937,0.090663,0.213768,0.21901,0.146744,0.197221,0.238388,0.156318,0.288999,0.123092,0.154877,0.211811,0.117259,0.105737,0.234241,0.253386,0.073598,0.243545,0.112544,0.262944,0.200985,0.221612,0.147279,0.125258,0.182702,0.1552,0.132621,0.23736,0.166872,0.11332,0.094582,0.181075,0.192849,0.182302,0.192387,0.139558,0.183334,0.207207,0.129004,0.161384,0.203287,0.077203,0.203332,0.151544,0.162934,0.239823,0.176709,0.1113,0.255772,0.345279,0.128498,0.106188,0.145494,0.346671,0.170551,0.125432,0.152503,0.138031,0.115407,0.109229,0.092045,0.255189,0.175182,0.168991,0.120469,0.244654,0.074199,0.29985,0.149487,0.173165,0.226012,0.188217,0.133414,0.328015,0.251775,0.197037,0.306872,0.226516,0.116135,0.144911,0.14397,0.319924,0.200093,0.116245,0.099435,0.24837
power_ch_F1_freq_lower_gamma,0.077408,0.08492,0.071118,0.053881,0.109928,0.078599,0.131336,0.100086,0.09352,0.038924,0.042407,0.102784,0.071074,0.069851,0.103739,0.065921,0.092414,0.067134,0.108577,0.065627,0.080589,0.124411,0.063737,0.116514,0.092597,0.111142,0.066069,0.039035,0.10102,0.069967,0.100235,0.076696,0.06497,0.076127,0.048712,0.085973,0.09205,0.028067,0.047731,0.041406,0.042808,0.029761,0.056552,0.052073,0.029195,0.049054,0.061671,0.030585,0.041505,0.064241,0.071061,0.048717,0.029286,0.023455,0.067993,0.022255,0.042937,0.036987,0.050731,0.071075,0.068686,0.030908,0.066856,0.024077,0.076783,0.049985,0.04745,0.029568,0.066496,0.090163,0.026162,0.045947,0.029036,0.072466,0.048808,0.106001,0.042649,0.037233,0.0904,0.050895,0.055935,0.066007,0.020051,0.048242,0.031012,0.075309,0.048462,0.040974,0.051397,0.048363,0.050935,0.059474,0.028628,0.115469,0.04612,0.031899,0.05206,0.066119,0.042832,0.072581,0.047581,0.033316,0.076808,0.081651,0.056143,0.048623,0.075738,0.066226,0.028613,0.06938,0.02681,0.033706,0.030059,0.024882,0.026459,0.069502,0.091659,0.045152,0.053621,0.067507,0.019627,0.105464,0.053752,0.06235,0.060406,0.068301,0.047927,0.060919,0.057936,0.051734,0.053288,0.094255,0.027208,0.045798,0.076391,0.108679,0.125139,0.055198,0.054948,0.06587
power_ch_F1_freq_upper_gamma,0.06912,0.058786,0.061253,0.043928,0.076409,0.10352,0.109501,0.081173,0.073868,0.049651,0.041381,0.063243,0.063464,0.037985,0.061192,0.079698,0.078486,0.059322,0.072442,0.078375,0.082226,0.102373,0.066955,0.07359,0.102419,0.074306,0.055969,0.053978,0.071775,0.042622,0.070581,0.067865,0.053068,0.058855,0.044595,0.067605,0.08016,0.031268,0.041743,0.037759,0.045838,0.026648,0.045924,0.034958,0.029265,0.031729,0.068785,0.025786,0.040258,0.044417,0.047519,0.033502,0.02841,0.027671,0.051689,0.020949,0.031244,0.042843,0.030633,0.061652,0.059554,0.028133,0.068951,0.018547,0.056839,0.039806,0.03427,0.03167,0.046972,0.041087,0.022531,0.046894,0.026677,0.051859,0.042222,0.062406,0.034776,0.021141,0.052549,0.034604,0.027866,0.039167,0.022639,0.042472,0.028182,0.045738,0.035513,0.037032,0.044673,0.043564,0.039966,0.039687,0.028576,0.060866,0.031754,0.017641,0.027988,0.031945,0.041047,0.0473,0.03857,0.0248,0.043883,0.059389,0.030961,0.033608,0.03512,0.040947,0.020663,0.041708,0.01813,0.021818,0.021728,0.016966,0.014008,0.039107,0.041993,0.029031,0.035195,0.042836,0.01883,0.046435,0.033648,0.036345,0.04556,0.045363,0.025498,0.032929,0.040168,0.042951,0.047891,0.052099,0.025857,0.041273,0.04216,0.057045,0.041685,0.045018,0.024865,0.040767
power_ch_F5_freq_delta,0.108605,0.154983,0.35091,0.177486,0.146435,0.243567,0.164326,0.188104,0.246755,0.166148,0.159884,0.224897,0.238454,0.276987,0.107371,0.287401,0.210766,0.221914,0.192614,0.211501,0.169553,0.236573,0.26221,0.303806,0.269732,0.349368,0.246987,0.147496,0.216411,0.288861,0.286498,0.149336,0.31869,0.392409,0.2436,0.193494,0.115965,0.292648,0.090323,0.207963,0.126702,0.255098,0.2345,0.194407,0.170586,0.182705,0.158065,0.311629,0.214099,0.288375,0.195203,0.290034,0.239832,0.322156,0.290812,0.361011,0.245207,0.341674,0.224342,0.149873,0.33768,0.419606,0.311192,0.430612,0.335648,0.246562,0.327863,0.550908,0.431947,0.37269,0.217273,0.270321,0.280653,0.204374,0.465704,0.374114,0.503727,0.238707,0.394128,0.510029,0.369455,0.245561,0.459247,0.377779,0.207674,0.421472,0.254548,0.395105,0.351837,0.287427,0.177537,0.284693,0.493515,0.413419,0.265076,0.51432,0.269324,0.565904,0.333566,0.140658,0.461096,0.142475,0.350586,0.180102,0.566717,0.540886,0.54698,0.231466,0.441181,0.313443,0.479364,0.421528,0.112226,0.42311,0.35992,0.241631,0.535347,0.289671,0.264324,0.17095,0.493125,0.286454,0.239583,0.190788,0.325775,0.451973,0.215612,0.310642,0.077331,0.13548,0.152009,0.141782,0.360544,0.167952,0.211335,0.416369,0.440725,0.394015,0.464335,0.173756
power_ch_F5_freq_theta,0.137725,0.112199,0.09014,0.09232,0.079114,0.085544,0.110675,0.068219,0.132069,0.177182,0.099037,0.06785,0.069073,0.085871,0.16884,0.101871,0.100801,0.090726,0.117335,0.095824,0.04341,0.076577,0.075689,0.058672,0.083496,0.057657,0.116881,0.18754,0.199433,0.120469,0.078011,0.132462,0.09856,0.091142,0.100112,0.112733,0.112486,0.090377,0.258257,0.16298,0.182546,0.124938,0.169203,0.259581,0.161459,0.238195,0.14587,0.160044,0.209251,0.145055,0.212353,0.151232,0.205813,0.155862,0.10201,0.080861,0.132704,0.093176,0.116916,0.106804,0.066702,0.155398,0.128379,0.193413,0.107832,0.067278,0.12921,0.076854,0.112896,0.068881,0.135851,0.072211,0.14254,0.136424,0.114065,0.055433,0.105303,0.089411,0.125054,0.08711,0.221621,0.103303,0.070777,0.071366,0.219841,0.143994,0.101565,0.090759,0.086257,0.186122,0.15897,0.129149,0.101915,0.088506,0.110966,0.128982,0.149247,0.064941,0.097465,0.123613,0.118665,0.089319,0.115332,0.128719,0.131853,0.086902,0.06232,0.105027,0.059379,0.146273,0.060808,0.062543,0.140016,0.075775,0.135375,0.089082,0.049939,0.158102,0.143856,0.115788,0.040238,0.103214,0.08395,0.146546,0.086728,0.047877,0.144288,0.074846,0.085004,0.121569,0.101728,0.20113,0.142148,0.417506,0.1427,0.103704,0.110412,0.098376,0.0353,0.103306
power_ch_F5_freq_alpha,0.166608,0.114144,0.056428,0.076717,0.075125,0.050905,0.080197,0.110773,0.104719,0.084884,0.067293,0.052921,0.047454,0.075027,0.126629,0.063485,0.057279,0.063141,0.064189,0.106036,0.051927,0.091765,0.082205,0.057136,0.055238,0.062501,0.083579,0.140817,0.090838,0.094857,0.074919,0.090864,0.055493,0.057972,0.110374,0.148029,0.10165,0.079975,0.310354,0.121055,0.116856,0.126444,0.14279,0.146493,0.235333,0.078432,0.143062,0.125969,0.106237,0.098479,0.089671,0.094774,0.150033,0.079304,0.075105,0.069249,0.078788,0.104541,0.0798,0.072242,0.088845,0.100413,0.122688,0.082998,0.113916,0.071099,0.100902,0.026798,0.062676,0.068573,0.104469,0.076153,0.047237,0.088564,0.047373,0.041861,0.063047,0.063543,0.042894,0.04732,0.100437,0.120952,0.031871,0.073034,0.151739,0.070916,0.098507,0.087387,0.082279,0.092428,0.110917,0.123565,0.045351,0.055579,0.102264,0.056601,0.087356,0.029978,0.098744,0.130473,0.049797,0.135716,0.087921,0.087885,0.032434,0.035924,0.039609,0.06373,0.093867,0.03452,0.079451,0.047221,0.208669,0.074943,0.063096,0.093457,0.020407,0.129265,0.096905,0.106568,0.037639,0.072958,0.100245,0.087138,0.079839,0.050017,0.110084,0.047101,0.089608,0.126879,0.187151,0.128878,0.12661,0.16133,0.069673,0.031117,0.073346,0.055615,0.03706,0.124825
power_ch_F5_freq_beta,0.250536,0.238799,0.164804,0.32258,0.332863,0.249745,0.284004,0.290418,0.253362,0.267662,0.28172,0.265757,0.279311,0.220909,0.262204,0.168877,0.273451,0.287852,0.261197,0.29462,0.35823,0.215342,0.221904,0.154855,0.216131,0.157472,0.185246,0.251344,0.162151,0.184012,0.158238,0.27336,0.145404,0.087891,0.240539,0.16672,0.248193,0.141003,0.193999,0.204104,0.259323,0.167083,0.226215,0.186657,0.196421,0.26819,0.263742,0.158603,0.21068,0.189914,0.219661,0.194278,0.208416,0.131916,0.203487,0.116366,0.265548,0.175287,0.274394,0.271698,0.194455,0.116143,0.201388,0.1406,0.193836,0.310251,0.173566,0.053689,0.174407,0.168192,0.253758,0.258392,0.199279,0.276692,0.143133,0.140638,0.096034,0.280414,0.120549,0.108301,0.148006,0.239259,0.162232,0.129775,0.215755,0.095091,0.263694,0.155636,0.170517,0.191057,0.293806,0.194461,0.159362,0.129991,0.26602,0.11208,0.280686,0.058543,0.242861,0.350312,0.147916,0.315481,0.177267,0.363284,0.080265,0.067778,0.090175,0.381467,0.123368,0.193354,0.129528,0.158388,0.328595,0.142028,0.183498,0.299369,0.08927,0.127501,0.214538,0.280506,0.073985,0.185466,0.222874,0.293543,0.169925,0.110453,0.197159,0.195671,0.382296,0.24888,0.284097,0.2367,0.145299,0.156705,0.234553,0.184559,0.152479,0.140462,0.108464,0.349013
power_ch_F5_freq_lower_gamma,0.135503,0.157454,0.101974,0.097613,0.169099,0.099088,0.165404,0.11642,0.10591,0.106937,0.202587,0.140839,0.118304,0.105884,0.150173,0.09132,0.128332,0.130271,0.132245,0.110934,0.127775,0.123946,0.090852,0.104414,0.110222,0.080783,0.134366,0.079994,0.148564,0.080898,0.11979,0.118024,0.09188,0.043906,0.100894,0.156793,0.148176,0.089267,0.080953,0.089151,0.121437,0.078337,0.057995,0.077039,0.071126,0.093229,0.134679,0.077974,0.090712,0.078883,0.088625,0.095689,0.093755,0.063328,0.09064,0.068055,0.081197,0.052105,0.104367,0.149875,0.077398,0.06265,0.055213,0.042514,0.087162,0.101443,0.073374,0.020696,0.066216,0.062554,0.10908,0.082879,0.070841,0.134153,0.054002,0.082465,0.038914,0.125441,0.060281,0.041526,0.078897,0.101573,0.042605,0.053469,0.084801,0.042012,0.088221,0.049343,0.065685,0.078187,0.086246,0.108575,0.043579,0.062002,0.093824,0.046068,0.093263,0.029821,0.07717,0.093856,0.057784,0.156135,0.075875,0.093969,0.064041,0.027816,0.047917,0.079887,0.033433,0.110211,0.047817,0.046739,0.114943,0.074971,0.114589,0.077559,0.05818,0.095876,0.090703,0.144413,0.033536,0.130491,0.129836,0.108949,0.070903,0.071266,0.093768,0.086103,0.172972,0.147378,0.110784,0.141977,0.055953,0.062404,0.115719,0.090101,0.075033,0.103799,0.057848,0.1355
power_ch_F5_freq_upper_gamma,0.18435,0.147718,0.077814,0.168993,0.132905,0.12623,0.130827,0.143986,0.093372,0.133566,0.117058,0.130376,0.118067,0.083101,0.133988,0.127481,0.116018,0.125491,0.137778,0.117927,0.127643,0.145935,0.108416,0.115784,0.163463,0.0856,0.122083,0.141622,0.100238,0.110029,0.111119,0.155163,0.08887,0.066483,0.101215,0.166911,0.182134,0.105414,0.078363,0.09329,0.154564,0.097835,0.098273,0.103122,0.114743,0.09892,0.121724,0.07864,0.109008,0.112688,0.145653,0.091504,0.089227,0.070191,0.103865,0.091499,0.083789,0.064578,0.096712,0.153458,0.071166,0.042742,0.087336,0.039628,0.073938,0.096571,0.089026,0.028391,0.074814,0.068397,0.111059,0.096655,0.107558,0.097646,0.049422,0.06581,0.048768,0.112353,0.051607,0.042563,0.077461,0.103274,0.044279,0.059005,0.119298,0.060907,0.074993,0.042927,0.073141,0.100185,0.132772,0.099656,0.046506,0.061202,0.088565,0.05316,0.093227,0.031413,0.111427,0.138427,0.0546,0.139697,0.077772,0.097882,0.04452,0.031395,0.037654,0.083072,0.037354,0.109424,0.046289,0.044958,0.103648,0.057923,0.084122,0.081744,0.035074,0.055894,0.070816,0.098952,0.03456,0.101804,0.12962,0.125365,0.089589,0.063523,0.145233,0.09886,0.143574,0.145327,0.091681,0.147198,0.055584,0.059422,0.113416,0.075662,0.061031,0.07534,0.04412,0.102059
power_ch_FT7_freq_delta,0.276307,0.294185,0.459742,0.401704,0.332127,0.48478,0.338896,0.355216,0.387213,0.307016,0.322535,0.374976,0.428896,0.36955,0.217357,0.411624,0.235268,0.448883,0.430781,0.361858,0.417397,0.367177,0.389663,0.312994,0.388808,0.446124,0.351453,0.27649,0.324186,0.379417,0.363904,0.376551,0.432847,0.391642,0.320854,0.38078,0.315187,0.318386,0.211265,0.166236,0.239903,0.249122,0.293828,0.337677,0.29602,0.221318,0.309738,0.259212,0.345419,0.323234,0.359057,0.237226,0.344485,0.345826,0.329516,0.431431,0.475365,0.462711,0.393414,0.366395,0.38079,0.383595,0.224092,0.325217,0.311597,0.326618,0.391186,0.489788,0.3804,0.228583,0.387876,0.442253,0.39339,0.389916,0.596214,0.552106,0.408917,0.508691,0.380173,0.450248,0.309179,0.245925,0.424609,0.465854,0.251507,0.391817,0.40537,0.369295,0.353623,0.354515,0.33392,0.303314,0.471466,0.367916,0.278099,0.440092,0.219714,0.451951,0.345556,0.355049,0.394119,0.106856,0.30284,0.222633,0.466353,0.377412,0.401119,0.104408,0.328614,0.333422,0.392667,0.420046,0.232895,0.356701,0.420516,0.354949,0.480687,0.20293,0.228456,0.180396,0.372813,0.335548,0.154084,0.136564,0.235179,0.2953,0.300028,0.425374,0.160215,0.225699,0.317902,0.088711,0.281326,0.205083,0.238058,0.329336,0.284401,0.175826,0.349699,0.204274
power_ch_FT7_freq_theta,0.194011,0.178177,0.058322,0.244684,0.159916,0.070068,0.167423,0.140573,0.178396,0.160739,0.141423,0.179155,0.093252,0.17513,0.292897,0.137811,0.232716,0.142201,0.179679,0.163688,0.079026,0.089774,0.141369,0.107264,0.136678,0.07979,0.159279,0.172513,0.272922,0.174346,0.111578,0.140761,0.079976,0.129801,0.210405,0.1035,0.120016,0.215746,0.299089,0.235541,0.304044,0.281142,0.246866,0.251659,0.249355,0.27035,0.206181,0.328648,0.289461,0.281986,0.155002,0.305335,0.274524,0.238157,0.243464,0.101091,0.09966,0.129098,0.102869,0.159082,0.100074,0.217065,0.193754,0.275029,0.103577,0.09678,0.157355,0.152297,0.095803,0.105874,0.083483,0.085982,0.124391,0.144066,0.177146,0.036551,0.128768,0.029882,0.094158,0.113574,0.193909,0.121789,0.052571,0.09108,0.262563,0.199744,0.151096,0.123729,0.163502,0.176053,0.208222,0.130212,0.139072,0.099595,0.113532,0.137395,0.178191,0.078253,0.090398,0.114156,0.11295,0.068885,0.097677,0.127696,0.104794,0.103665,0.062237,0.070412,0.061591,0.067468,0.074996,0.055538,0.092057,0.089005,0.069486,0.07786,0.044714,0.196935,0.115774,0.086661,0.052496,0.071796,0.106768,0.081137,0.0859,0.058728,0.165501,0.082708,0.114141,0.190554,0.132597,0.098756,0.135562,0.343997,0.199737,0.066861,0.096141,0.085271,0.033348,0.058782
power_ch_FT7_freq_alpha,0.290119,0.242807,0.078365,0.110991,0.124388,0.040941,0.162169,0.106239,0.176737,0.125514,0.084963,0.069972,0.083199,0.157623,0.228508,0.063713,0.133293,0.130584,0.09634,0.11971,0.070328,0.181482,0.076855,0.124343,0.054322,0.080135,0.151036,0.171422,0.153342,0.09406,0.162724,0.132923,0.09925,0.098846,0.152288,0.152376,0.137472,0.151261,0.410001,0.347831,0.236917,0.288237,0.307,0.232261,0.284879,0.212317,0.271786,0.204157,0.152282,0.212482,0.166441,0.238533,0.217179,0.176667,0.120778,0.08953,0.045938,0.129111,0.123538,0.136841,0.094246,0.198516,0.369952,0.160063,0.195083,0.175712,0.123068,0.055044,0.085637,0.126372,0.045312,0.042586,0.05739,0.065886,0.069364,0.010643,0.100004,0.023758,0.035761,0.067659,0.088144,0.099286,0.074528,0.078164,0.356101,0.160202,0.057773,0.137297,0.192906,0.091964,0.114412,0.087622,0.089794,0.079918,0.178544,0.071673,0.091871,0.040395,0.109555,0.055541,0.070136,0.092697,0.059879,0.118952,0.035186,0.048431,0.031249,0.133149,0.061491,0.014824,0.073419,0.058267,0.191029,0.137726,0.034016,0.098479,0.021322,0.183951,0.114318,0.083204,0.030396,0.018771,0.158487,0.092738,0.043919,0.03603,0.140872,0.065517,0.110603,0.128717,0.142139,0.194089,0.249001,0.280546,0.055307,0.057512,0.048864,0.106835,0.032854,0.085676
power_ch_FT7_freq_beta,0.188367,0.159138,0.092918,0.107594,0.197695,0.08354,0.17332,0.137961,0.071763,0.186948,0.156207,0.145563,0.145128,0.069039,0.168859,0.103369,0.208959,0.136493,0.101397,0.188472,0.131149,0.111588,0.134047,0.236516,0.156067,0.084529,0.152602,0.167298,0.130992,0.135555,0.140449,0.118111,0.078691,0.113919,0.131001,0.09134,0.16027,0.153405,0.084894,0.164781,0.126713,0.1142,0.147879,0.075,0.087899,0.200184,0.142627,0.131925,0.110455,0.101899,0.143229,0.162256,0.105682,0.130161,0.146902,0.133079,0.076487,0.07619,0.101195,0.136848,0.132763,0.08031,0.1061,0.091637,0.178028,0.11455,0.111304,0.05307,0.11475,0.211584,0.102178,0.055485,0.090698,0.124841,0.070397,0.017579,0.090851,0.039803,0.111825,0.072331,0.106668,0.115759,0.103835,0.079915,0.116462,0.098891,0.087031,0.091395,0.143824,0.143951,0.148831,0.133278,0.108911,0.106241,0.161715,0.082277,0.119146,0.062038,0.112676,0.116951,0.098363,0.145796,0.102356,0.153488,0.094449,0.081577,0.054857,0.112264,0.08649,0.056415,0.091521,0.15126,0.187817,0.110061,0.096764,0.130836,0.034927,0.109232,0.11206,0.128483,0.060377,0.0518,0.110614,0.137112,0.101551,0.096535,0.101821,0.079463,0.263587,0.130543,0.12645,0.177285,0.085248,0.064055,0.096032,0.104083,0.058677,0.114688,0.069111,0.115293
power_ch_FT7_freq_lower_gamma,0.030095,0.058681,0.030882,0.040142,0.05892,0.029348,0.041444,0.037338,0.028534,0.041857,0.067501,0.04615,0.047023,0.035977,0.040678,0.033916,0.085107,0.036276,0.052242,0.066531,0.046335,0.042139,0.045676,0.064703,0.072196,0.030406,0.05295,0.038319,0.046348,0.041228,0.047832,0.0362,0.019898,0.039172,0.035215,0.034285,0.053342,0.036603,0.008245,0.024104,0.029266,0.021035,0.018459,0.013186,0.0167,0.032931,0.026605,0.031524,0.020677,0.017985,0.021306,0.041401,0.022085,0.01731,0.040337,0.035658,0.023783,0.01292,0.035533,0.044685,0.02984,0.023603,0.033655,0.02709,0.037243,0.046062,0.053392,0.023544,0.059965,0.06446,0.042432,0.048897,0.045661,0.033081,0.023029,0.008605,0.037823,0.021545,0.055404,0.038059,0.059672,0.055123,0.033378,0.013197,0.01902,0.018771,0.034423,0.035617,0.036983,0.045363,0.060111,0.102575,0.027322,0.067145,0.056468,0.030474,0.066914,0.04246,0.062463,0.050111,0.053935,0.07325,0.064215,0.087481,0.041966,0.046983,0.052465,0.090796,0.056201,0.050946,0.054575,0.029346,0.060135,0.067494,0.038182,0.056283,0.032009,0.06333,0.049034,0.119369,0.037918,0.048816,0.064919,0.088354,0.089743,0.071251,0.088024,0.039908,0.089013,0.076599,0.055973,0.080076,0.036972,0.018852,0.094395,0.08813,0.077729,0.068314,0.048864,0.085475
power_ch_FT7_freq_upper_gamma,0.038354,0.059868,0.034904,0.054554,0.053776,0.033393,0.059643,0.049733,0.031515,0.062135,0.071137,0.070752,0.06029,0.033525,0.054654,0.03708,0.073159,0.056819,0.055878,0.053369,0.058404,0.05826,0.059951,0.075567,0.064774,0.035738,0.061154,0.049352,0.056508,0.048668,0.032116,0.045597,0.02457,0.027473,0.039841,0.022473,0.077552,0.048237,0.01132,0.02762,0.032486,0.031958,0.027874,0.017304,0.021856,0.045836,0.025114,0.052183,0.026427,0.030361,0.030822,0.035057,0.01974,0.022182,0.042856,0.026323,0.024634,0.009389,0.030707,0.043846,0.077769,0.046972,0.077937,0.048419,0.06683,0.091072,0.078146,0.065665,0.100566,0.151673,0.078926,0.055728,0.039349,0.050895,0.058231,0.010619,0.114411,0.038525,0.084516,0.06843,0.100508,0.179668,0.073038,0.027057,0.020563,0.027155,0.062077,0.050037,0.04977,0.069399,0.106099,0.153907,0.057207,0.094532,0.110047,0.099581,0.190012,0.115599,0.136184,0.095661,0.115564,0.327363,0.171819,0.145576,0.12704,0.14187,0.16542,0.286679,0.162918,0.198477,0.138831,0.037589,0.087018,0.103391,0.077962,0.091362,0.079766,0.110571,0.173195,0.208279,0.140746,0.144737,0.263344,0.286487,0.210505,0.209822,0.116846,0.063581,0.156178,0.153938,0.095011,0.235151,0.094051,0.043713,0.148997,0.176035,0.242627,0.2687,0.182657,0.248898
